Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
48,2021-06-18,5,4,1,0,0,0,0,0,1,2,0.268,0.333,0.464,0.797
49,2021-06-19,5,4,2,2,0,0,0,0,1,1,0.273,0.34,0.464,0.804
50,2021-06-20,4,4,0,1,0,0,0,0,0,0,0.273,0.338,0.46,0.798
51,2021-06-22,4,4,0,0,0,0,0,0,0,2,0.267,0.332,0.45,0.782
52,2021-06-23,4,4,0,0,0,0,0,0,0,1,0.262,0.326,0.441,0.767
53,2021-06-24,4,4,1,2,0,0,1,3,0,1,0.266,0.329,0.457,0.786
54,2021-06-25,5,5,0,1,0,0,0,1,0,2,0.265,0.326,0.451,0.777
55,2021-06-26,4,4,1,1,0,1,0,0,0,1,0.264,0.325,0.457,0.781
56,2021-06-27,4,3,1,1,0,1,0,0,1,1,0.265,0.328,0.464,0.792
57,2021-06-29,4,3,0,1,0,0,0,0,1,0,0.266,0.331,0.463,0.793
58,2021-06-30,6,6,1,1,1,0,0,0,0,4,0.264,0.326,0.459,0.786
59,June,120,110,16,25,4,2,4,17,8,34,0.227,0.292,0.409,0.701
60,2021-07-02,4,4,0,0,0,0,0,0,0,2,0.259,0.321,0.451,0.772
61,2021-07-03,4,3,1,1,0,0,0,1,1,1,0.26,0.324,0.449,0.773
62,2021-07-04,1,1,0,0,0,0,0,0,0,0,0.259,0.323,0.447,0.77
63,2021-07-05,4,4,0,2,0,0,0,1,0,2,0.263,0.325,0.448,0.774
64,2021-07-06,5,5,0,1,0,0,0,0,0,1,0.262,0.323,0.443,0.766
65,2021-07-07,5,4,1,1,0,0,0,1,0,1,0.261,0.322,0.44,0.762
66,2021-07-08,4,4,1,1,0,0,1,1,0,3,0.261,0.321,0.449,0.77
67,2021-07-09,4,3,0,0,0,0,0,0,1,1,0.258,0.32,0.444,0.763
68,2021-07-10,5,5,1,2,0,0,1,2,0,2,0.261,0.321,0.455,0.776
69,2021-07-11,5,5,0,2,1,0,0,0,0,1,0.264,0.323,0.457,0.78
70,2021-07-16,3,3,1,1,1,0,0,0,0,1,0.264,0.323,0.46,0.783
71,2021-07-16,4,3,2,0,0,0,0,0,1,0,0.261,0.322,0.455,0.776
72,2021-07-17,5,4,0,0,0,0,0,0,1,0,0.257,0.32,0.448,0.768
73,2021-07-18,1,0,0,0,0,0,0,0,1,0,0.257,0.322,0.448,0.77
74,2021-07-30,4,4,1,2,0,0,0,0,0,0,0.261,0.324,0.449,0.773
75,2021-07-31,4,4,0,0,0,0,0,0,0,2,0.257,0.32,0.442,0.762
76,July,62,56,8,13,2,0,2,6,5,17,0.232,0.295,0.375,0.67
77,2021-08-01,4,4,0,2,0,0,0,0,0,1,0.261,0.322,0.443,0.765
78,2021-08-02,4,4,1,2,0,0,0,0,0,0,0.264,0.325,0.444,0.768
79,2021-08-04,4,4,0,0,0,0,0,1,0,0,0.26,0.321,0.438,0.758
80,2021-08-05,4,3,1,2,0,0,0,1,0,0,0.265,0.323,0.44,0.763
81,2021-08-06,4,3,0,0,0,0,0,0,1,0,0.262,0.322,0.435,0.757
82,2021-08-07,5,5,0,0,0,0,0,0,0,2,0.258,0.317,0.428,0.745
83,2021-08-13,1,1,0,0,0,0,0,0,0,0,0.257,0.316,0.427,0.743
84,2021-08-14,4,4,1,1,1,0,0,0,0,0,0.257,0.315,0.428,0.743
85,2021-08-15,4,4,2,2,0,0,1,1,0,0,0.26,0.318,0.438,0.756
86,2021-08-16,4,4,1,1,0,0,1,1,0,1,0.26,0.317,0.446,0.762
87,2021-08-17,1,0,0,0,0,0,0,0,1,0,0.26,0.319,0.446,0.764
88,2021-08-18,5,5,1,2,0,0,0,1,0,3,0.262,0.32,0.445,0.765
89,2021-08-20,4,4,1,2,0,0,1,3,0,0,0.265,0.322,0.455,0.777
90,2021-08-21,4,2,1,0,0,0,0,1,1,2,0.263,0.324,0.452,0.776
91,2021-08-22,4,4,1,0,0,0,0,0,0,1,0.26,0.32,0.446,0.767
92,2021-08-24,4,4,0,1,0,0,0,0,0,1,0.26,0.32,0.444,0.764
93,2021-08-25,5,5,0,1,0,0,0,0,0,2,0.259,0.318,0.44,0.758
94,2021-08-26,1,1,0,0,0,0,0,0,0,1,0.258,0.317,0.439,0.756
95,2021-08-27,4,3,0,0,0,0,0,0,1,1,0.256,0.316,0.435,0.752
96,2021-08-28,5,5,2,3,1,0,0,0,0,0,0.261,0.32,0.441,0.761
97,2021-08-29,3,3,0,0,0,0,0,0,0,0,0.259,0.318,0.437,0.754
98,2021-08-31,4,3,0,0,0,0,0,0,1,1,0.256,0.317,0.433,0.75
99,August,82,75,12,19,2,0,3,9,5,16,0.253,0.305,0.4,0.705
100,2021-09-02,4,4,1,1,1,0,0,0,0,2,0.256,0.316,0.434,0.75
101,2021-09-03,4,3,2,2,1,1,0,0,1,0,0.26,0.321,0.444,0.765
102,2021-09-04,4,4,0,0,0,0,0,0,0,3,0.257,0.317,0.439,0.757
103,2021-09-05,4,4,1,0,0,0,0,0,0,2,0.254,0.314,0.434,0.749
104,2021-09-07,5,5,1,2,0,0,0,0,0,1,0.256,0.315,0.434,0.749
105,2021-09-08,5,5,1,0,0,0,0,0,0,2,0.253,0.311,0.428,0.74
106,2021-09-09,4,4,1,1,0,0,1,2,0,0,0.253,0.311,0.434,0.745
107,2021-09-10,4,4,0,1,0,0,0,0,0,2,0.253,0.31,0.432,0.743
108,2021-09-11,5,5,1,2,1,0,0,0,0,2,0.254,0.311,0.434,0.746
109,2021-09-12,4,3,0,0,0,0,0,0,0,1,0.253,0.309,0.431,0.74
110,2021-09-13,4,4,1,1,0,0,0,0,0,2,0.253,0.309,0.429,0.738
111,2021-09-14,4,4,0,0,0,0,0,0,0,1,0.25,0.306,0.425,0.731
112,2021-09-15,2,2,1,2,1,0,0,0,0,0,0.254,0.309,0.43,0.739
113,2021-09-17,4,4,0,0,0,0,0,0,0,3,0.251,0.306,0.426,0.732
114,2021-09-18,4,4,1,1,0,0,0,0,0,1,0.251,0.306,0.424,0.73
115,2021-09-19,5,4,1,1,0,0,0,0,1,0,0.251,0.307,0.423,0.729
116,2021-09-20,5,4,3,2,0,0,2,3,0,1,0.254,0.308,0.438,0.746
117,2021-09-21,4,3,0,0,0,0,0,0,1,1,0.252,0.307,0.435,0.742
118,2021-09-22,5,5,0,0,0,0,0,0,0,0,0.249,0.304,0.43,0.734
119,2021-09-24,4,4,0,0,0,0,0,0,0,1,0.247,0.301,0.426,0.727
120,2021-09-25,5,5,1,2,1,0,0,0,0,1,0.248,0.302,0.428,0.73
121,2021-09-26,4,4,0,2,1,0,0,0,0,1,0.251,0.304,0.431,0.734
122,2021-09-28,3,3,0,1,0,0,0,0,0,1,0.251,0.304,0.43,0.734
123,2021-09-28,4,4,0,0,0,0,0,0,0,3,0.249,0.302,0.426,0.728
124,2021-09-29,4,2,0,1,0,0,0,0,2,0,0.25,0.305,0.426,0.732
125,2021-09-30,5,4,1,0,0,0,0,0,1,1,0.248,0.304,0.423,0.727
126,September,109,101,17,22,6,1,3,5,6,32,0.218,0.259,0.386,0.645
127,2021-10-01,4,4,0,1,0,0,0,0,0,2,0.248,0.304,0.421,0.725
128,2021-10-02,4,4,1,1,0,0,1,3,0,0,0.248,0.303,0.426,0.73
129,2021-10-03,4,4,0,1,0,0,0,1,0,2,0.248,0.303,0.425,0.728
130,October,12,12,1,3,0,0,1,4,0,4,0.25,0.25,0.5,0.75
0,2021-04-01,3,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2021-04-02,4,3,1,2,0,1,0,0,1,0,0.333,0.429,0.667,1.095
2,2021-04-03,5,4,1,0,0,0,0,0,1,2,0.2,0.333,0.4,0.733
3,2021-04-06,4,3,0,1,1,0,0,1,0,2,0.231,0.313,0.462,0.774
4,2021-04-07,4,3,0,0,0,0,0,0,1,1,0.188,0.3,0.375,0.675
5,2021-04-08,2,1,0,0,0,0,0,0,1,1,0.176,0.318,0.353,0.671
6,2021-04-10,4,3,1,1,0,0,1,1,1,1,0.2,0.346,0.5,0.846
7,2021-04-11,5,5,1,3,2,0,0,1,0,1,0.28,0.387,0.6,0.987
8,2021-04-12,4,3,0,1,1,0,0,0,1,1,0.286,0.4,0.607,1.007
9,2021-04-14,5,4,1,2,0,0,1,3,1,2,0.313,0.425,0.688,1.113
10,2021-04-15,4,4,1,1,1,0,0,0,0,1,0.306,0.409,0.667,1.076
11,2021-04-16,3,3,1,2,0,0,1,1,0,1,0.333,0.426,0.744,1.169
12,2021-04-17,6,3,2,2,0,0,0,0,2,0,0.357,0.472,0.738,1.21
13,2021-04-18,3,3,0,1,0,0,0,0,0,1,0.356,0.464,0.711,1.175
14,2021-04-20,2,2,0,0,0,0,0,0,0,1,0.34,0.448,0.681,1.129
15,2021-04-21,4,4,0,2,0,0,0,0,0,2,0.353,0.452,0.667,1.118
16,2021-04-22,4,4,0,1,0,0,0,0,0,2,0.345,0.439,0.636,1.076
17,2021-04-23,4,4,1,1,0,0,1,1,0,1,0.339,0.429,0.661,1.09
18,2021-04-24,4,4,0,0,0,0,0,0,0,2,0.317,0.405,0.619,1.024
19,2021-04-25,5,5,0,0,0,0,0,0,0,3,0.294,0.38,0.574,0.953
20,2021-04-26,5,5,1,2,1,0,0,0,0,1,0.301,0.381,0.575,0.956
21,2021-04-27,1,1,1,1,0,0,0,0,0,0,0.311,0.388,0.581,0.969
22,April,85,74,12,23,6,1,4,8,9,26,0.311,0.388,0.581,0.969
23,2021-05-16,5,5,1,2,0,0,0,0,0,2,0.316,0.389,0.57,0.958
24,2021-05-18,4,4,2,2,0,0,1,2,0,1,0.325,0.394,0.602,0.996
25,2021-05-19,5,5,0,1,0,0,0,1,0,2,0.318,0.384,0.58,0.963
26,2021-05-21,6,6,1,2,0,0,0,0,0,3,0.319,0.381,0.564,0.945
27,2021-05-22,4,4,0,0,0,0,0,0,0,3,0.306,0.367,0.541,0.908
28,2021-05-23,4,4,0,1,0,0,0,1,0,1,0.304,0.363,0.529,0.892
29,2021-05-24,5,5,0,0,0,0,0,0,0,3,0.29,0.347,0.505,0.852
30,2021-05-25,4,3,0,2,0,0,0,0,1,1,0.3,0.361,0.509,0.87
31,May,37,36,4,10,0,0,1,4,1,16,0.278,0.297,0.361,0.658
32,2021-06-01,4,4,0,0,0,0,0,0,0,2,0.289,0.349,0.491,0.84
33,2021-06-02,5,5,1,1,0,0,1,2,0,1,0.286,0.344,0.504,0.848
34,2021-06-03,4,4,0,1,0,0,0,1,0,1,0.285,0.341,0.496,0.837
35,2021-06-04,4,3,0,0,0,0,0,0,1,1,0.278,0.338,0.484,0.822
36,2021-06-05,5,5,1,2,1,0,1,2,0,0,0.282,0.34,0.511,0.852
37,2021-06-06,4,3,1,0,0,0,0,0,0,1,0.276,0.338,0.5,0.838
38,2021-06-07,5,4,0,1,0,0,0,0,0,3,0.275,0.34,0.493,0.833
39,2021-06-08,5,5,2,2,0,0,0,0,0,1,0.28,0.342,0.49,0.831
40,2021-06-09,5,5,0,2,1,0,0,1,0,1,0.284,0.344,0.493,0.837
41,2021-06-10,5,4,2,2,0,0,1,3,1,1,0.289,0.351,0.513,0.864
42,2021-06-11,4,3,0,2,0,0,0,2,1,0,0.297,0.36,0.516,0.877
43,2021-06-12,4,3,1,0,0,0,0,0,1,1,0.291,0.358,0.506,0.864
44,2021-06-13,5,5,1,1,1,0,0,0,0,3,0.288,0.354,0.503,0.857
45,2021-06-14,4,4,0,1,0,0,0,2,0,1,0.287,0.351,0.497,0.848
46,2021-06-15,4,4,0,0,0,0,0,0,0,2,0.281,0.344,0.485,0.829
47,2021-06-16,4,4,0,0,0,0,0,0,0,0,0.274,0.337,0.474,0.811
48,2021-06-18,5,4,1,0,0,0,0,0,1,2,0.268,0.333,0.464,0.797
49,2021-06-19,5,4,2,2,0,0,0,0,1,1,0.273,0.34,0.464,0.804
50,2021-06-20,4,4,0,1,0,0,0,0,0,0,0.273,0.338,0.46,0.798
51,2021-06-22,4,4,0,0,0,0,0,0,0,2,0.267,0.332,0.45,0.782
52,2021-06-23,4,4,0,0,0,0,0,0,0,1,0.262,0.326,0.441,0.767
53,2021-06-24,4,4,1,2,0,0,1,3,0,1,0.266,0.329,0.457,0.786
54,2021-06-25,5,5,0,1,0,0,0,1,0,2,0.265,0.326,0.451,0.777
55,2021-06-26,4,4,1,1,0,1,0,0,0,1,0.264,0.325,0.457,0.781
56,2021-06-27,4,3,1,1,0,1,0,0,1,1,0.265,0.328,0.464,0.792
57,2021-06-29,4,3,0,1,0,0,0,0,1,0,0.266,0.331,0.463,0.793
58,2021-06-30,6,6,1,1,1,0,0,0,0,4,0.264,0.326,0.459,0.786
59,June,120,110,16,25,4,2,4,17,8,34,0.227,0.292,0.409,0.701
60,2021-07-02,4,4,0,0,0,0,0,0,0,2,0.259,0.321,0.451,0.772
61,2021-07-03,4,3,1,1,0,0,0,1,1,1,0.26,0.324,0.449,0.773
62,2021-07-04,1,1,0,0,0,0,0,0,0,0,0.259,0.323,0.447,0.77
63,2021-07-05,4,4,0,2,0,0,0,1,0,2,0.263,0.325,0.448,0.774
64,2021-07-06,5,5,0,1,0,0,0,0,0,1,0.262,0.323,0.443,0.766
65,2021-07-07,5,4,1,1,0,0,0,1,0,1,0.261,0.322,0.44,0.762
66,2021-07-08,4,4,1,1,0,0,1,1,0,3,0.261,0.321,0.449,0.77
67,2021-07-09,4,3,0,0,0,0,0,0,1,1,0.258,0.32,0.444,0.763
68,2021-07-10,5,5,1,2,0,0,1,2,0,2,0.261,0.321,0.455,0.776
69,2021-07-11,5,5,0,2,1,0,0,0,0,1,0.264,0.323,0.457,0.78
70,2021-07-16,3,3,1,1,1,0,0,0,0,1,0.264,0.323,0.46,0.783
71,2021-07-16,4,3,2,0,0,0,0,0,1,0,0.261,0.322,0.455,0.776
72,2021-07-17,5,4,0,0,0,0,0,0,1,0,0.257,0.32,0.448,0.768
73,2021-07-18,1,0,0,0,0,0,0,0,1,0,0.257,0.322,0.448,0.77
74,2021-07-30,4,4,1,2,0,0,0,0,0,0,0.261,0.324,0.449,0.773
75,2021-07-31,4,4,0,0,0,0,0,0,0,2,0.257,0.32,0.442,0.762
76,July,62,56,8,13,2,0,2,6,5,17,0.232,0.295,0.375,0.67
77,2021-08-01,4,4,0,2,0,0,0,0,0,1,0.261,0.322,0.443,0.765
78,2021-08-02,4,4,1,2,0,0,0,0,0,0,0.264,0.325,0.444,0.768
79,2021-08-04,4,4,0,0,0,0,0,1,0,0,0.26,0.321,0.438,0.758
80,2021-08-05,4,3,1,2,0,0,0,1,0,0,0.265,0.323,0.44,0.763
81,2021-08-06,4,3,0,0,0,0,0,0,1,0,0.262,0.322,0.435,0.757
82,2021-08-07,5,5,0,0,0,0,0,0,0,2,0.258,0.317,0.428,0.745
83,2021-08-13,1,1,0,0,0,0,0,0,0,0,0.257,0.316,0.427,0.743
84,2021-08-14,4,4,1,1,1,0,0,0,0,0,0.257,0.315,0.428,0.743
85,2021-08-15,4,4,2,2,0,0,1,1,0,0,0.26,0.318,0.438,0.756
86,2021-08-16,4,4,1,1,0,0,1,1,0,1,0.26,0.317,0.446,0.762
87,2021-08-17,1,0,0,0,0,0,0,0,1,0,0.26,0.319,0.446,0.764
88,2021-08-18,5,5,1,2,0,0,0,1,0,3,0.262,0.32,0.445,0.765
89,2021-08-20,4,4,1,2,0,0,1,3,0,0,0.265,0.322,0.455,0.777
90,2021-08-21,4,2,1,0,0,0,0,1,1,2,0.263,0.324,0.452,0.776
91,2021-08-22,4,4,1,0,0,0,0,0,0,1,0.26,0.32,0.446,0.767
92,2021-08-24,4,4,0,1,0,0,0,0,0,1,0.26,0.32,0.444,0.764
93,2021-08-25,5,5,0,1,0,0,0,0,0,2,0.259,0.318,0.44,0.758
94,2021-08-26,1,1,0,0,0,0,0,0,0,1,0.258,0.317,0.439,0.756
95,2021-08-27,4,3,0,0,0,0,0,0,1,1,0.256,0.316,0.435,0.752
96,2021-08-28,5,5,2,3,1,0,0,0,0,0,0.261,0.32,0.441,0.761
97,2021-08-29,3,3,0,0,0,0,0,0,0,0,0.259,0.318,0.437,0.754
98,2021-08-31,4,3,0,0,0,0,0,0,1,1,0.256,0.317,0.433,0.75
99,August,82,75,12,19,2,0,3,9,5,16,0.253,0.305,0.4,0.705
100,2021-09-02,4,4,1,1,1,0,0,0,0,2,0.256,0.316,0.434,0.75
101,2021-09-03,4,3,2,2,1,1,0,0,1,0,0.26,0.321,0.444,0.765
102,2021-09-04,4,4,0,0,0,0,0,0,0,3,0.257,0.317,0.439,0.757
103,2021-09-05,4,4,1,0,0,0,0,0,0,2,0.254,0.314,0.434,0.749
104,2021-09-07,5,5,1,2,0,0,0,0,0,1,0.256,0.315,0.434,0.749
105,2021-09-08,5,5,1,0,0,0,0,0,0,2,0.253,0.311,0.428,0.74
106,2021-09-09,4,4,1,1,0,0,1,2,0,0,0.253,0.311,0.434,0.745
107,2021-09-10,4,4,0,1,0,0,0,0,0,2,0.253,0.31,0.432,0.743
108,2021-09-11,5,5,1,2,1,0,0,0,0,2,0.254,0.311,0.434,0.746
109,2021-09-12,4,3,0,0,0,0,0,0,0,1,0.253,0.309,0.431,0.74
110,2021-09-13,4,4,1,1,0,0,0,0,0,2,0.253,0.309,0.429,0.738
111,2021-09-14,4,4,0,0,0,0,0,0,0,1,0.25,0.306,0.425,0.731
112,2021-09-15,2,2,1,2,1,0,0,0,0,0,0.254,0.309,0.43,0.739
113,2021-09-17,4,4,0,0,0,0,0,0,0,3,0.251,0.306,0.426,0.732
114,2021-09-18,4,4,1,1,0,0,0,0,0,1,0.251,0.306,0.424,0.73
115,2021-09-19,5,4,1,1,0,0,0,0,1,0,0.251,0.307,0.423,0.729
116,2021-09-20,5,4,3,2,0,0,2,3,0,1,0.254,0.308,0.438,0.746
117,2021-09-21,4,3,0,0,0,0,0,0,1,1,0.252,0.307,0.435,0.742
118,2021-09-22,5,5,0,0,0,0,0,0,0,0,0.249,0.304,0.43,0.734
119,2021-09-24,4,4,0,0,0,0,0,0,0,1,0.247,0.301,0.426,0.727
120,2021-09-25,5,5,1,2,1,0,0,0,0,1,0.248,0.302,0.428,0.73
121,2021-09-26,4,4,0,2,1,0,0,0,0,1,0.251,0.304,0.431,0.734
122,2021-09-28,3,3,0,1,0,0,0,0,0,1,0.251,0.304,0.43,0.734
123,2021-09-28,4,4,0,0,0,0,0,0,0,3,0.249,0.302,0.426,0.728
124,2021-09-29,4,2,0,1,0,0,0,0,2,0,0.25,0.305,0.426,0.732
125,2021-09-30,5,4,1,0,0,0,0,0,1,1,0.248,0.304,0.423,0.727
126,September,109,101,17,22,6,1,3,5,6,32,0.218,0.259,0.386,0.645
127,2021-10-01,4,4,0,1,0,0,0,0,0,2,0.248,0.304,0.421,0.725
128,2021-10-02,4,4,1,1,0,0,1,3,0,0,0.248,0.303,0.426,0.73
129,2021-10-03,4,4,0,1,0,0,0,1,0,2,0.248,0.303,0.425,0.728
130,October,12,12,1,3,0,0,1,4,0,4,0.25,0.25,0.5,0.75
